Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27.00,No,Travel_Rarely,728.00,Sales,23.00,1.00,Medical,2.00,Female,36.00,2.00,2.00,Sales Representative,3.00,Married,"3,540.00","7,018.00",1.00,No,21.00,4.00,4.00,1.00,9.00,5.00,3.00,9.00,8.00,5.00,8.00
29.00,No,Travel_Rarely,352.00,Human Resources,6.00,1.00,Medical,4.00,Male,87.00,2.00,1.00,Human Resources,2.00,Married,"2,804.00","15,434.00",1.00,No,11.00,3.00,4.00,0.00,1.00,3.00,3.00,1.00,0.00,0.00,0.00
43.00,No,Travel_Rarely,823.00,Research & Development,6.00,3.00,Medical,1.00,Female,81.00,2.00,5.00,Manager,3.00,Married,"19,392.00","22,539.00",7.00,No,13.00,3.00,4.00,0.00,21.00,2.00,3.00,16.00,12.00,6.00,14.00
48.00,No,Travel_Rarely,"1,224.00",Research & Development,10.00,3.00,Life Sciences,4.00,Male,91.00,2.00,5.00,Research Director,2.00,Married,"19,665.00","13,583.00",4.00,No,12.00,3.00,4.00,0.00,29.00,3.00,3.00,22.00,10.00,12.00,9.00
29.00,Yes,Travel_Frequently,459.00,Research & Development,24.00,2.00,Life Sciences,4.00,Male,73.00,2.00,1.00,Research Scientist,4.00,Single,"2,439.00","14,753.00",1.00,Yes,24.00,4.00,2.00,0.00,1.00,3.00,2.00,1.00,0.00,1.00,0.00
46.00,Yes,Travel_Rarely,"1,254.00",Sales,10.00,3.00,Life Sciences,3.00,Female,64.00,3.00,3.00,Sales Executive,2.00,Married,"7,314.00","14,011.00",5.00,No,21.00,4.00,3.00,3.00,14.00,2.00,3.00,8.00,7.00,0.00,7.00
27.00,No,Travel_Frequently,"1,131.00",Research & Development,15.00,3.00,Life Sciences,4.00,Female,77.00,2.00,1.00,Research Scientist,1.00,Married,"4,774.00","23,844.00",0.00,No,19.00,3.00,4.00,1.00,8.00,2.00,2.00,7.00,6.00,7.00,3.00
39.00,No,Travel_Rarely,835.00,Research & Development,19.00,4.00,Other,4.00,Male,41.00,3.00,2.00,Research Scientist,4.00,Divorced,"3,902.00","5,141.00",8.00,No,14.00,3.00,2.00,3.00,7.00,2.00,3.00,2.00,2.00,2.00,2.00
55.00,No,Travel_Rarely,836.00,Research & Development,2.00,4.00,Technical Degree,2.00,Male,98.00,2.00,1.00,Research Scientist,4.00,Married,"2,662.00","7,975.00",8.00,No,20.00,4.00,2.00,1.00,19.00,2.00,4.00,5.00,2.00,0.00,4.00
28.00,No,Travel_Rarely,"1,172.00",Sales,3.00,3.00,Medical,2.00,Female,78.00,3.00,1.00,Sales Representative,2.00,Married,"2,856.00","3,692.00",1.00,No,19.00,3.00,4.00,1.00,1.00,3.00,3.00,1.00,0.00,0.00,0.00
30.00,Yes,Travel_Rarely,945.00,Sales,9.00,3.00,Medical,2.00,Male,89.00,3.00,1.00,Sales Representative,4.00,Single,"1,081.00","16,019.00",1.00,No,13.00,3.00,3.00,0.00,1.00,3.00,2.00,1.00,0.00,0.00,0.00
22.00,Yes,Travel_Rarely,391.00,Research & Development,7.00,1.00,Life Sciences,4.00,Male,75.00,3.00,1.00,Research Scientist,2.00,Single,"2,472.00","26,092.00",1.00,Yes,23.00,4.00,1.00,0.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00
36.00,No,Travel_Rarely,"1,266.00",Sales,10.00,4.00,Technical Degree,2.00,Female,63.00,2.00,2.00,Sales Executive,3.00,Married,"5,673.00","6,060.00",1.00,Yes,13.00,3.00,1.00,1.00,10.00,4.00,3.00,10.00,9.00,1.00,7.00
31.00,No,Travel_Rarely,311.00,Research & Development,20.00,3.00,Life Sciences,2.00,Male,89.00,3.00,2.00,Laboratory Technician,3.00,Divorced,"4,197.00","18,624.00",1.00,No,11.00,3.00,1.00,1.00,10.00,2.00,3.00,10.00,8.00,0.00,2.00
34.00,No,Travel_Rarely,"1,480.00",Sales,4.00,3.00,Life Sciences,3.00,Male,64.00,3.00,3.00,Sales Executive,4.00,Married,"9,713.00","24,444.00",2.00,Yes,13.00,3.00,4.00,3.00,9.00,3.00,3.00,5.00,3.00,1.00,0.00
29.00,No,Travel_Rarely,592.00,Research & Development,7.00,3.00,Life Sciences,4.00,Male,59.00,3.00,1.00,Laboratory Technician,1.00,Single,"2,062.00","19,384.00",3.00,No,14.00,3.00,2.00,0.00,11.00,2.00,3.00,3.00,2.00,1.00,2.00
37.00,No,Travel_Rarely,783.00,Research & Development,7.00,4.00,Medical,4.00,Male,78.00,3.00,2.00,Research Scientist,1.00,Married,"4,284.00","13,588.00",5.00,Yes,22.00,4.00,3.00,1.00,16.00,2.00,3.00,5.00,3.00,0.00,4.00
35.00,No,Travel_Rarely,219.00,Research & Development,16.00,2.00,Other,4.00,Female,44.00,2.00,2.00,Manufacturing Director,2.00,Married,"4,788.00","25,388.00",0.00,Yes,11.00,3.00,4.00,0.00,4.00,2.00,3.00,3.00,2.00,0.00,2.00
45.00,No,Travel_Rarely,556.00,Research & Development,25.00,2.00,Life Sciences,2.00,Female,93.00,2.00,2.00,Manufacturing Director,4.00,Married,"5,906.00","23,888.00",0.00,No,13.00,3.00,4.00,2.00,10.00,2.00,2.00,9.00,8.00,3.00,8.00
36.00,No,Travel_Frequently,"1,213.00",Human Resources,2.00,1.00,Human Resources,2.00,Male,94.00,2.00,2.00,Human Resources,4.00,Single,"3,886.00","4,223.00",1.00,No,21.00,4.00,4.00,0.00,10.00,2.00,2.00,10.00,1.00,0.00,8.00
40.00,No,Travel_Rarely,"1,137.00",Research & Development,1.00,4.00,Life Sciences,1.00,Male,98.00,3.00,4.00,Manager,1.00,Divorced,"16,823.00","18,991.00",2.00,No,11.00,3.00,1.00,1.00,22.00,3.00,3.00,19.00,7.00,11.00,16.00
26.00,No,Travel_Rarely,482.00,Research & Development,1.00,2.00,Life Sciences,2.00,Female,90.00,2.00,1.00,Research Scientist,3.00,Married,"2,933.00","14,908.00",1.00,Yes,13.00,3.00,3.00,1.00,1.00,3.00,2.00,1.00,0.00,1.00,0.00
27.00,No,Travel_Rarely,511.00,Sales,2.00,2.00,Medical,1.00,Female,89.00,4.00,2.00,Sales Executive,3.00,Single,"6,500.00","26,997.00",0.00,No,14.00,3.00,2.00,0.00,9.00,5.00,2.00,8.00,7.00,0.00,7.00
48.00,No,Travel_Frequently,117.00,Research & Development,22.00,3.00,Medical,4.00,Female,58.00,3.00,4.00,Manager,4.00,Divorced,"17,174.00","2,437.00",3.00,No,11.00,3.00,2.00,1.00,24.00,3.00,3.00,22.00,17.00,4.00,7.00
44.00,No,Travel_Rarely,170.00,Research & Development,1.00,4.00,Life Sciences,2.00,Male,78.00,4.00,2.00,Healthcare Representative,1.00,Married,"5,033.00","9,364.00",2.00,No,15.00,3.00,4.00,1.00,10.00,5.00,3.00,2.00,0.00,2.00,2.00
34.00,Yes,Non-Travel,967.00,Research & Development,16.00,4.00,Technical Degree,4.00,Male,85.00,1.00,1.00,Research Scientist,1.00,Married,"2,307.00","14,460.00",1.00,Yes,23.00,4.00,2.00,1.00,5.00,2.00,3.00,5.00,2.00,3.00,0.00
56.00,Yes,Travel_Rarely,"1,162.00",Research & Development,24.00,2.00,Life Sciences,1.00,Male,97.00,3.00,1.00,Laboratory Technician,4.00,Single,"2,587.00","10,261.00",1.00,No,16.00,3.00,4.00,0.00,5.00,3.00,3.00,4.00,2.00,1.00,0.00
36.00,No,Travel_Rarely,335.00,Sales,17.00,2.00,Marketing,3.00,Male,33.00,2.00,2.00,Sales Executive,2.00,Married,"5,507.00","16,822.00",2.00,No,16.00,3.00,3.00,2.00,12.00,1.00,1.00,4.00,2.00,1.00,3.00
41.00,No,Travel_Rarely,337.00,Sales,8.00,3.00,Marketing,3.00,Female,54.00,3.00,2.00,Sales Executive,2.00,Married,"4,393.00","26,841.00",5.00,No,21.00,4.00,3.00,1.00,14.00,3.00,3.00,5.00,4.00,1.00,4.00
42.00,No,Travel_Rarely,"1,396.00",Research & Development,6.00,3.00,Medical,3.00,Male,83.00,3.00,3.00,Research Director,1.00,Married,"13,348.00","14,842.00",9.00,No,13.00,3.00,2.00,1.00,18.00,3.00,4.00,13.00,7.00,5.00,7.00
31.00,No,Travel_Rarely,"1,079.00",Sales,10.00,2.00,Medical,3.00,Female,86.00,3.00,2.00,Sales Executive,4.00,Divorced,"6,583.00","20,115.00",2.00,Yes,11.00,3.00,4.00,1.00,8.00,2.00,3.00,5.00,2.00,1.00,4.00
34.00,No,Travel_Rarely,735.00,Sales,3.00,1.00,Medical,4.00,Female,75.00,2.00,2.00,Sales Executive,4.00,Married,"8,103.00","16,495.00",3.00,Yes,12.00,3.00,3.00,0.00,9.00,3.00,2.00,4.00,2.00,0.00,1.00
31.00,No,Travel_Rarely,471.00,Research & Development,4.00,3.00,Medical,1.00,Female,62.00,4.00,1.00,Laboratory Technician,3.00,Divorced,"3,978.00","16,031.00",8.00,No,12.00,3.00,2.00,1.00,4.00,0.00,2.00,2.00,2.00,2.00,2.00
26.00,No,Travel_Frequently,"1,096.00",Research & Development,6.00,3.00,Other,3.00,Male,61.00,4.00,1.00,Laboratory Technician,4.00,Married,"2,544.00","7,102.00",0.00,No,18.00,3.00,1.00,1.00,8.00,3.00,3.00,7.00,7.00,7.00,7.00
45.00,No,Travel_Frequently,"1,297.00",Research & Development,1.00,4.00,Medical,2.00,Male,44.00,3.00,2.00,Healthcare Representative,3.00,Single,"5,399.00","14,511.00",4.00,No,12.00,3.00,3.00,0.00,12.00,3.00,3.00,4.00,2.00,0.00,3.00
33.00,No,Travel_Rarely,217.00,Sales,10.00,4.00,Marketing,2.00,Male,43.00,3.00,2.00,Sales Executive,3.00,Single,"5,487.00","10,410.00",1.00,No,14.00,3.00,2.00,0.00,10.00,2.00,2.00,10.00,4.00,0.00,9.00
28.00,No,Travel_Frequently,783.00,Sales,1.00,2.00,Life Sciences,3.00,Male,42.00,2.00,2.00,Sales Executive,4.00,Married,"6,834.00","19,255.00",1.00,Yes,12.00,3.00,3.00,1.00,7.00,2.00,3.00,7.00,7.00,0.00,7.00
29.00,Yes,Travel_Frequently,746.00,Sales,24.00,3.00,Technical Degree,3.00,Male,45.00,4.00,1.00,Sales Representative,1.00,Single,"1,091.00","10,642.00",1.00,No,17.00,3.00,4.00,0.00,1.00,3.00,3.00,1.00,0.00,0.00,0.00
39.00,No,Non-Travel,"1,251.00",Sales,21.00,4.00,Life Sciences,1.00,Female,32.00,1.00,2.00,Sales Executive,3.00,Married,"5,736.00","3,987.00",6.00,No,19.00,3.00,3.00,1.00,10.00,1.00,3.00,3.00,2.00,1.00,2.00
27.00,No,Travel_Rarely,"1,354.00",Research & Development,2.00,4.00,Technical Degree,2.00,Male,41.00,3.00,1.00,Research Scientist,2.00,Married,"2,226.00","6,073.00",1.00,No,11.00,3.00,3.00,1.00,6.00,3.00,2.00,5.00,3.00,1.00,2.00
34.00,No,Travel_Frequently,735.00,Research & Development,22.00,4.00,Other,3.00,Male,86.00,2.00,2.00,Research Scientist,4.00,Married,"5,747.00","26,496.00",1.00,Yes,15.00,3.00,2.00,0.00,16.00,3.00,3.00,15.00,10.00,6.00,11.00
28.00,Yes,Travel_Rarely,"1,475.00",Sales,13.00,2.00,Marketing,4.00,Female,84.00,3.00,2.00,Sales Executive,3.00,Single,"9,854.00","23,352.00",3.00,Yes,11.00,3.00,4.00,0.00,6.00,0.00,3.00,2.00,0.00,2.00,2.00
47.00,No,Non-Travel,"1,169.00",Research & Development,14.00,4.00,Technical Degree,3.00,Male,64.00,3.00,2.00,Research Scientist,2.00,Married,"5,467.00","2,125.00",8.00,No,18.00,3.00,3.00,1.00,16.00,4.00,4.00,8.00,7.00,1.00,7.00
56.00,No,Travel_Rarely,"1,443.00",Sales,11.00,5.00,Marketing,4.00,Female,89.00,2.00,2.00,Sales Executive,1.00,Married,"5,380.00","20,328.00",4.00,No,16.00,3.00,3.00,1.00,6.00,3.00,3.00,0.00,0.00,0.00,0.00
39.00,No,Travel_Rarely,867.00,Research & Development,9.00,2.00,Medical,1.00,Male,87.00,3.00,2.00,Manufacturing Director,1.00,Married,"5,151.00","12,315.00",1.00,No,25.00,4.00,4.00,1.00,10.00,3.00,3.00,10.00,0.00,7.00,9.00
38.00,No,Travel_Frequently,"1,394.00",Research & Development,8.00,3.00,Medical,4.00,Female,58.00,2.00,2.00,Research Scientist,2.00,Divorced,"2,133.00","18,115.00",1.00,Yes,16.00,3.00,3.00,1.00,20.00,3.00,3.00,20.00,11.00,0.00,7.00
58.00,No,Travel_Rarely,605.00,Sales,21.00,3.00,Life Sciences,4.00,Female,72.00,3.00,4.00,Manager,4.00,Married,"17,875.00","11,761.00",4.00,Yes,13.00,3.00,3.00,1.00,29.00,2.00,2.00,1.00,0.00,0.00,0.00
32.00,Yes,Travel_Frequently,238.00,Research & Development,5.00,2.00,Life Sciences,1.00,Female,47.00,4.00,1.00,Research Scientist,3.00,Single,"2,432.00","15,318.00",3.00,Yes,14.00,3.00,1.00,0.00,8.00,2.00,3.00,4.00,1.00,0.00,3.00
38.00,No,Travel_Rarely,"1,206.00",Research & Development,9.00,2.00,Life Sciences,2.00,Male,71.00,3.00,1.00,Research Scientist,4.00,Divorced,"4,771.00","14,293.00",2.00,No,19.00,3.00,4.00,2.00,10.00,0.00,4.00,5.00,2.00,0.00,3.00
49.00,No,Travel_Frequently,"1,064.00",Research & Development,2.00,1.00,Life Sciences,2.00,Male,42.00,3.00,5.00,Research Director,4.00,Married,"19,161.00","13,738.00",3.00,No,15.00,3.00,4.00,0.00,28.00,3.00,3.00,5.00,4.00,4.00,3.00
42.00,No,Travel_Rarely,419.00,Sales,12.00,4.00,Marketing,2.00,Male,77.00,3.00,2.00,Sales Executive,4.00,Divorced,"5,087.00","2,900.00",3.00,Yes,12.00,3.00,3.00,2.00,14.00,4.00,3.00,0.00,0.00,0.00,0.00
27.00,Yes,Travel_Frequently,"1,337.00",Human Resources,22.00,3.00,Human Resources,1.00,Female,58.00,2.00,1.00,Human Resources,2.00,Married,"2,863.00","19,555.00",1.00,No,12.00,3.00,1.00,0.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00
35.00,No,Travel_Rarely,682.00,Sales,18.00,4.00,Medical,2.00,Male,71.00,3.00,2.00,Sales Executive,1.00,Married,"5,561.00","15,975.00",0.00,No,16.00,3.00,4.00,1.00,6.00,2.00,1.00,5.00,3.00,0.00,4.00
28.00,No,Non-Travel,"1,103.00",Research & Development,16.00,3.00,Medical,3.00,Male,49.00,3.00,1.00,Research Scientist,3.00,Single,"2,144.00","2,122.00",1.00,No,14.00,3.00,3.00,0.00,5.00,3.00,2.00,5.00,3.00,1.00,4.00
31.00,No,Non-Travel,976.00,Research & Development,3.00,2.00,Medical,3.00,Male,48.00,3.00,1.00,Research Scientist,1.00,Divorced,"3,065.00","3,995.00",1.00,Yes,13.00,3.00,4.00,1.00,4.00,3.00,4.00,4.00,2.00,2.00,3.00
36.00,No,Non-Travel,"1,351.00",Research & Development,9.00,4.00,Life Sciences,1.00,Male,66.00,4.00,1.00,Laboratory Technician,2.00,Married,"2,810.00","9,238.00",1.00,No,22.00,4.00,2.00,0.00,5.00,3.00,3.00,5.00,4.00,0.00,2.00
34.00,No,Travel_Rarely,937.00,Sales,1.00,3.00,Marketing,1.00,Male,32.00,3.00,3.00,Sales Executive,4.00,Single,"9,888.00","6,770.00",1.00,No,21.00,4.00,1.00,0.00,14.00,3.00,2.00,14.00,8.00,2.00,1.00
34.00,No,Travel_Rarely,"1,239.00",Sales,13.00,4.00,Medical,4.00,Male,39.00,3.00,3.00,Sales Executive,3.00,Divorced,"8,628.00","22,914.00",1.00,No,18.00,3.00,3.00,1.00,9.00,2.00,2.00,8.00,7.00,1.00,1.00
26.00,No,Travel_Rarely,157.00,Research & Development,1.00,3.00,Medical,3.00,Male,95.00,3.00,1.00,Laboratory Technician,1.00,Single,"2,867.00","20,006.00",0.00,No,13.00,3.00,4.00,0.00,8.00,6.00,2.00,7.00,7.00,7.00,6.00
29.00,No,Travel_Rarely,136.00,Research & Development,1.00,3.00,Life Sciences,1.00,Male,89.00,3.00,2.00,Healthcare Representative,1.00,Married,"5,373.00","6,225.00",0.00,No,12.00,3.00,1.00,1.00,6.00,5.00,2.00,5.00,3.00,0.00,2.00
32.00,No,Non-Travel,"1,146.00",Research & Development,15.00,4.00,Medical,3.00,Female,34.00,3.00,2.00,Healthcare Representative,4.00,Divorced,"6,667.00","16,542.00",5.00,No,18.00,3.00,2.00,1.00,9.00,6.00,3.00,5.00,1.00,1.00,2.00
31.00,No,Travel_Frequently,"1,125.00",Research & Development,1.00,3.00,Life Sciences,4.00,Male,48.00,1.00,2.00,Research Scientist,1.00,Married,"5,003.00","5,771.00",1.00,No,21.00,4.00,2.00,0.00,10.00,6.00,3.00,10.00,8.00,8.00,7.00
28.00,Yes,Travel_Rarely,"1,404.00",Research & Development,17.00,3.00,Technical Degree,3.00,Male,32.00,2.00,1.00,Laboratory Technician,4.00,Divorced,"2,367.00","18,779.00",5.00,No,12.00,3.00,1.00,1.00,6.00,2.00,2.00,4.00,1.00,0.00,3.00
38.00,No,Travel_Rarely,"1,404.00",Sales,1.00,3.00,Life Sciences,1.00,Male,59.00,2.00,1.00,Sales Representative,1.00,Single,"2,858.00","11,473.00",4.00,No,14.00,3.00,1.00,0.00,20.00,3.00,2.00,1.00,0.00,0.00,0.00
35.00,No,Travel_Rarely,"1,224.00",Sales,7.00,4.00,Life Sciences,3.00,Female,55.00,3.00,2.00,Sales Executive,4.00,Married,"5,204.00","13,586.00",1.00,Yes,11.00,3.00,4.00,0.00,10.00,2.00,3.00,10.00,8.00,0.00,9.00
27.00,No,Travel_Rarely,954.00,Sales,9.00,3.00,Marketing,4.00,Male,44.00,3.00,2.00,Sales Executive,4.00,Single,"4,105.00","5,099.00",1.00,No,14.00,3.00,1.00,0.00,7.00,5.00,3.00,7.00,7.00,0.00,7.00
32.00,No,Travel_Rarely,"1,373.00",Research & Development,5.00,4.00,Life Sciences,4.00,Male,56.00,2.00,2.00,Manufacturing Director,4.00,Single,"9,679.00","10,138.00",8.00,No,24.00,4.00,2.00,0.00,8.00,1.00,3.00,1.00,0.00,0.00,0.00
31.00,Yes,Travel_Frequently,754.00,Sales,26.00,4.00,Marketing,1.00,Male,63.00,3.00,2.00,Sales Executive,4.00,Married,"5,617.00","21,075.00",1.00,Yes,11.00,3.00,3.00,0.00,10.00,4.00,3.00,10.00,7.00,0.00,8.00
53.00,Yes,Travel_Rarely,"1,168.00",Sales,24.00,4.00,Life Sciences,1.00,Male,66.00,3.00,3.00,Sales Executive,1.00,Single,"10,448.00","5,843.00",6.00,Yes,13.00,3.00,2.00,0.00,15.00,2.00,2.00,2.00,2.00,2.00,2.00
54.00,No,Travel_Rarely,155.00,Research & Development,9.00,2.00,Life Sciences,1.00,Female,67.00,3.00,2.00,Research Scientist,3.00,Married,"2,897.00","22,474.00",3.00,No,11.00,3.00,3.00,2.00,9.00,6.00,2.00,4.00,3.00,2.00,3.00
33.00,No,Travel_Frequently,"1,303.00",Research & Development,7.00,2.00,Life Sciences,4.00,Male,36.00,3.00,2.00,Healthcare Representative,3.00,Divorced,"5,968.00","18,079.00",1.00,No,20.00,4.00,3.00,3.00,9.00,2.00,3.00,9.00,7.00,2.00,8.00
43.00,No,Travel_Rarely,574.00,Research & Development,11.00,3.00,Life Sciences,1.00,Male,30.00,3.00,3.00,Healthcare Representative,3.00,Married,"7,510.00","16,873.00",1.00,No,17.00,3.00,2.00,1.00,10.00,1.00,3.00,10.00,9.00,0.00,9.00
38.00,No,Travel_Frequently,"1,444.00",Human Resources,1.00,4.00,Other,4.00,Male,88.00,3.00,1.00,Human Resources,2.00,Married,"2,991.00","5,224.00",0.00,Yes,11.00,3.00,2.00,1.00,7.00,2.00,3.00,6.00,2.00,1.00,2.00
55.00,No,Travel_Rarely,189.00,Human Resources,26.00,4.00,Human Resources,3.00,Male,71.00,4.00,5.00,Manager,2.00,Married,"19,636.00","25,811.00",4.00,Yes,18.00,3.00,1.00,1.00,35.00,0.00,3.00,10.00,9.00,1.00,4.00
31.00,No,Travel_Rarely,"1,276.00",Research & Development,2.00,1.00,Medical,4.00,Female,59.00,1.00,1.00,Laboratory Technician,4.00,Divorced,"1,129.00","17,536.00",1.00,Yes,11.00,3.00,3.00,3.00,1.00,4.00,3.00,1.00,0.00,0.00,0.00
39.00,No,Travel_Rarely,119.00,Sales,15.00,4.00,Marketing,2.00,Male,77.00,3.00,4.00,Sales Executive,1.00,Single,"13,341.00","25,098.00",0.00,No,12.00,3.00,1.00,0.00,21.00,3.00,3.00,20.00,8.00,11.00,10.00
42.00,No,Non-Travel,335.00,Research & Development,23.00,2.00,Life Sciences,4.00,Male,37.00,2.00,2.00,Research Scientist,3.00,Single,"4,332.00","14,811.00",1.00,No,12.00,3.00,4.00,0.00,20.00,2.00,3.00,20.00,9.00,3.00,7.00
31.00,No,Non-Travel,697.00,Research & Development,10.00,3.00,Medical,3.00,Female,40.00,3.00,3.00,Research Director,3.00,Married,"11,031.00","26,862.00",4.00,No,20.00,4.00,3.00,1.00,13.00,2.00,4.00,11.00,7.00,4.00,8.00
54.00,No,Travel_Rarely,157.00,Research & Development,10.00,3.00,Medical,3.00,Female,77.00,3.00,2.00,Manufacturing Director,1.00,Single,"4,440.00","25,198.00",6.00,Yes,19.00,3.00,4.00,0.00,9.00,3.00,3.00,5.00,2.00,1.00,4.00
24.00,No,Travel_Rarely,771.00,Research & Development,1.00,2.00,Life Sciences,2.00,Male,45.00,2.00,2.00,Healthcare Representative,3.00,Single,"4,617.00","14,120.00",1.00,No,12.00,3.00,2.00,0.00,4.00,2.00,2.00,4.00,3.00,1.00,2.00
23.00,No,Travel_Rarely,571.00,Research & Development,12.00,2.00,Other,4.00,Male,78.00,3.00,1.00,Laboratory Technician,4.00,Single,"2,647.00","13,672.00",1.00,No,13.00,3.00,3.00,0.00,5.00,6.00,4.00,5.00,2.00,1.00,4.00
40.00,No,Travel_Frequently,692.00,Research & Development,11.00,3.00,Technical Degree,4.00,Female,73.00,3.00,2.00,Laboratory Technician,3.00,Married,"6,323.00","26,849.00",1.00,No,11.00,3.00,1.00,1.00,10.00,2.00,4.00,10.00,9.00,9.00,4.00
40.00,No,Travel_Rarely,444.00,Sales,2.00,2.00,Marketing,2.00,Female,92.00,3.00,2.00,Sales Executive,2.00,Married,"5,677.00","4,258.00",3.00,No,14.00,3.00,3.00,1.00,15.00,4.00,3.00,11.00,8.00,5.00,10.00
25.00,No,Travel_Rarely,309.00,Human Resources,2.00,3.00,Human Resources,3.00,Female,82.00,3.00,1.00,Human Resources,2.00,Married,"2,187.00","19,655.00",4.00,No,14.00,3.00,3.00,0.00,6.00,3.00,3.00,2.00,0.00,1.00,2.00
30.00,No,Travel_Rarely,911.00,Research & Development,1.00,2.00,Medical,4.00,Male,76.00,3.00,1.00,Laboratory Technician,2.00,Married,"3,748.00","4,077.00",1.00,No,13.00,3.00,3.00,0.00,12.00,6.00,2.00,12.00,8.00,1.00,7.00
25.00,No,Travel_Rarely,977.00,Research & Development,2.00,1.00,Other,4.00,Male,57.00,3.00,1.00,Laboratory Technician,3.00,Divorced,"3,977.00","7,298.00",6.00,Yes,19.00,3.00,3.00,1.00,7.00,2.00,2.00,2.00,2.00,0.00,2.00
47.00,No,Travel_Rarely,"1,180.00",Research & Development,25.00,3.00,Medical,1.00,Male,84.00,3.00,3.00,Healthcare Representative,3.00,Single,"8,633.00","13,084.00",2.00,No,23.00,4.00,2.00,0.00,25.00,3.00,3.00,17.00,14.00,12.00,11.00
33.00,No,Non-Travel,"1,313.00",Research & Development,1.00,2.00,Medical,2.00,Male,59.00,2.00,1.00,Laboratory Technician,3.00,Divorced,"2,008.00","20,439.00",1.00,No,12.00,3.00,3.00,3.00,1.00,2.00,2.00,1.00,1.00,0.00,0.00
38.00,No,Travel_Rarely,"1,321.00",Sales,1.00,4.00,Life Sciences,4.00,Male,86.00,3.00,2.00,Sales Executive,2.00,Married,"4,440.00","7,636.00",0.00,No,15.00,3.00,1.00,2.00,16.00,3.00,3.00,15.00,13.00,5.00,8.00
31.00,No,Travel_Rarely,"1,154.00",Sales,2.00,2.00,Life Sciences,1.00,Male,54.00,3.00,1.00,Sales Representative,3.00,Married,"3,067.00","6,393.00",0.00,No,19.00,3.00,3.00,1.00,3.00,1.00,3.00,2.00,2.00,1.00,2.00
38.00,No,Travel_Frequently,508.00,Research & Development,6.00,4.00,Life Sciences,1.00,Male,72.00,2.00,2.00,Manufacturing Director,3.00,Married,"5,321.00","14,284.00",2.00,No,11.00,3.00,4.00,1.00,10.00,1.00,3.00,8.00,3.00,7.00,7.00
42.00,No,Travel_Rarely,557.00,Research & Development,18.00,4.00,Life Sciences,4.00,Male,35.00,3.00,2.00,Research Scientist,1.00,Divorced,"5,410.00","11,189.00",6.00,Yes,17.00,3.00,3.00,1.00,9.00,3.00,2.00,4.00,3.00,1.00,2.00
41.00,No,Travel_Rarely,642.00,Research & Development,1.00,3.00,Life Sciences,4.00,Male,76.00,3.00,1.00,Research Scientist,4.00,Married,"2,782.00","21,412.00",3.00,No,22.00,4.00,1.00,1.00,12.00,3.00,3.00,5.00,3.00,1.00,0.00
47.00,No,Non-Travel,"1,162.00",Research & Development,1.00,1.00,Medical,3.00,Female,98.00,3.00,3.00,Research Director,2.00,Married,"11,957.00","17,231.00",0.00,No,18.00,3.00,1.00,2.00,14.00,3.00,1.00,13.00,8.00,5.00,12.00
35.00,No,Travel_Rarely,"1,490.00",Research & Development,11.00,4.00,Medical,4.00,Male,43.00,3.00,1.00,Laboratory Technician,3.00,Married,"2,660.00","20,232.00",7.00,Yes,11.00,3.00,3.00,1.00,5.00,3.00,3.00,2.00,2.00,2.00,2.00
22.00,No,Travel_Rarely,581.00,Research & Development,1.00,2.00,Life Sciences,4.00,Male,63.00,3.00,1.00,Research Scientist,3.00,Single,"3,375.00","17,624.00",0.00,No,12.00,3.00,4.00,0.00,4.00,2.00,4.00,3.00,2.00,1.00,2.00
35.00,No,Travel_Rarely,"1,395.00",Research & Development,9.00,4.00,Medical,2.00,Male,48.00,3.00,2.00,Research Scientist,3.00,Single,"5,098.00","18,698.00",1.00,No,19.00,3.00,2.00,0.00,10.00,5.00,3.00,10.00,7.00,0.00,8.00
33.00,No,Travel_Rarely,501.00,Research & Development,15.00,2.00,Medical,2.00,Female,95.00,3.00,2.00,Healthcare Representative,4.00,Married,"4,878.00","21,653.00",0.00,Yes,13.00,3.00,1.00,1.00,10.00,6.00,3.00,9.00,7.00,8.00,1.00
32.00,No,Travel_Rarely,267.00,Research & Development,29.00,4.00,Life Sciences,3.00,Female,49.00,2.00,1.00,Laboratory Technician,2.00,Single,"2,837.00","15,919.00",1.00,No,13.00,3.00,3.00,0.00,6.00,3.00,3.00,6.00,2.00,4.00,1.00
40.00,No,Travel_Rarely,543.00,Research & Development,1.00,4.00,Life Sciences,1.00,Male,83.00,3.00,1.00,Laboratory Technician,4.00,Married,"2,406.00","4,060.00",8.00,No,19.00,3.00,3.00,2.00,8.00,3.00,2.00,1.00,0.00,0.00,0.00
